States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,4006.25,3145.0,3062.5,6368.75,8975.0,11581.25,9100.0,6014.29,3590.0,,15190.13,12967.0,8066.38,,10090.88,7949.38,4637.5,,1512.5,2537.5,12550.0,2137.5,2019-12-08,2
Tamil Nadu,2678.75,2687.5,2336.75,6350.0,13025.0,14550.0,9275.0,7250.0,3387.5,,12321.75,,7778.75,,8961.75,5620.5,3973.75,,1525.0,1650.0,1900.0,4350.0,2016-01-09,2
Tamil Nadu,3255.0,2790.0,2607.5,11344.0,7680.0,9390.0,6300.0,5900.0,4020.0,,14159.0,,8445.6,,9132.0,7196.8,4553.0,,1540.0,1520.0,1200.0,900.0,2017-01-09,2
Tamil Nadu,3360.0,2696.0,2505.0,6400.0,6270.0,6680.0,6570.0,5200.0,3704.0,,12929.4,,8762.6,,8971.2,7078.0,4840.0,,1500.0,1360.0,3960.0,660.0,2018-01-09,2
Tamil Nadu,3040.0,2920.0,2920.0,6380.0,6980.0,7680.0,7440.0,5320.0,3388.0,,14041.2,,8196.4,,9398.2,6895.4,4436.6,,1542.0,1940.0,1280.0,2640.0,2019-01-09,2
Tamil Nadu,2518.75,2762.5,2336.75,5950.0,12225.0,13050.0,8750.0,6600.0,3450.0,,12143.0,,7587.75,,8900.75,5814.25,3856.25,,1525.0,1550.0,1475.0,900.0,2016-02-09,3
Tamil Nadu,3328.0,2756.0,2572.5,9020.0,6960.0,9270.0,6380.0,5700.0,4242.0,,13998.2,,8600.4,,9077.0,7240.8,4592.0,,1550.0,1420.0,1160.0,1960.0,2017-02-09,3
Tamil Nadu,3238.6,2736.0,2505.0,5750.0,6390.0,6660.0,6760.0,5000.0,3486.0,,12774.6,,8698.4,,9054.2,7024.6,4820.0,,1500.0,1360.0,2300.0,660.0,2018-02-09,3
Tamil Nadu,3060.0,2920.0,2938.0,6320.0,7950.0,7730.0,7680.0,5840.0,3378.0,,13893.2,,8306.0,,9430.0,7112.2,4330.0,,1602.0,1840.0,1040.0,1120.0,2019-02-09,3
Tamil Nadu,2445.0,2700.0,2299.25,5800.0,11280.0,13140.0,8680.0,6200.0,3450.0,,12013.0,,7832.2,,9044.2,6270.0,3644.0,,1530.0,1540.0,1240.0,840.0,2016-03-09,3
Tamil Nadu,3275.0,2835.0,2550.0,7125.0,6525.0,8750.0,6150.0,5400.0,4295.0,,14062.75,,8674.25,,9120.0,6887.25,4375.0,,1562.5,1275.0,1150.0,2525.0,2017-03-09,3
Tamil Nadu,3066.6,2692.0,2525.0,5580.0,6540.0,6590.0,6800.0,4950.0,3624.0,,12884.6,,8808.4,,9120.0,7668.4,4640.0,,1500.0,1380.0,1480.0,720.0,2018-03-09,3
Tamil Nadu,3080.0,2960.0,2940.0,6260.0,8120.0,7620.0,7700.0,5688.0,3480.0,,14024.0,10000.0,7961.0,,9557.8,7083.8,4280.0,,1584.0,1540.0,1020.0,1060.0,2019-03-09,3
Tamil Nadu,2501.25,2750.0,2399.0,6000.0,11850.0,13450.0,8425.0,7000.0,4000.0,,12966.0,,7824.25,,9107.5,6878.5,3667.5,,1537.5,1675.0,1325.0,1000.0,2016-04-09,3
Tamil Nadu,3250.0,2810.0,2533.33,7700.0,6850.0,9275.0,6725.0,5600.0,4245.0,,14277.5,,8701.75,,9065.0,6556.5,4375.0,,1562.5,1450.0,975.0,1600.0,2017-04-09,3
Tamil Nadu,3040.0,2672.0,2525.0,5290.0,6400.0,6380.0,6720.0,4950.0,3444.0,,12891.2,,9095.2,,9278.2,8086.0,4440.0,,1500.0,1680.0,1060.0,920.0,2018-04-09,3
Tamil Nadu,3080.0,3000.0,2920.0,6170.0,8000.0,7480.0,7530.0,5508.0,3488.0,,13867.2,9750.0,8133.8,,9402.0,6752.4,4256.6,,1584.0,1760.0,1060.0,2520.0,2019-04-09,3
Tamil Nadu,2424.0,2670.0,2410.0,7120.0,13240.0,16280.0,8420.0,7350.0,3944.0,,13982.8,,8231.6,,9088.0,6942.6,4075.0,,1530.0,2060.0,1260.0,3260.0,2016-05-09,3
Tamil Nadu,3115.0,2785.0,2600.0,7625.0,6837.5,9300.0,6725.0,5400.0,4210.0,,14422.75,,8667.0,,9065.0,6428.0,4475.0,,1562.5,1550.0,1000.0,825.0,2017-05-09,3
Tamil Nadu,3100.0,2660.0,2525.0,5100.0,6260.0,6490.0,6700.0,4750.0,3048.0,,13089.0,,8933.2,,9216.0,8171.4,4460.0,,1500.0,1960.0,1000.0,880.0,2018-05-09,3
Tamil Nadu,3150.0,2930.0,2920.0,6320.0,8190.0,7720.0,7940.0,5568.0,3604.0,,14201.0,9750.0,7650.0,,9531.0,6711.0,4240.0,,1587.5,1880.0,1140.0,3500.0,2019-05-09,3
Tamil Nadu,2528.0,2654.0,2390.0,7700.0,12140.0,15520.0,8000.0,7200.0,3902.0,,14422.8,,8253.6,,9066.2,6814.8,4289.0,,1530.0,2040.0,1320.0,5440.0,2016-06-09,1
Tamil Nadu,3275.0,2775.0,2516.67,7375.0,5925.0,8750.0,6375.0,4900.0,4170.0,,14353.75,,8667.0,,8900.75,6565.5,4700.0,,1537.5,1450.0,1175.0,1650.0,2017-06-09,1
Tamil Nadu,3137.5,2700.0,2553.33,4875.0,6275.0,6550.0,6700.0,4750.0,3327.5,,13097.75,,8927.25,,9395.0,8292.0,4350.0,,1475.0,2125.0,1225.0,1225.0,2018-06-09,1
Tamil Nadu,3270.0,2942.0,2840.0,6410.0,8660.0,8540.0,8400.0,5628.0,3588.0,,14792.2,9500.0,7608.2,,9573.0,6705.4,4333.4,,1587.5,2040.0,1700.0,3710.0,2019-06-09,1
Tamil Nadu,2482.0,2714.0,2447.5,9120.0,12240.0,15380.0,7900.0,7350.0,3874.0,,14873.0,,8209.8,,9054.2,6655.2,4222.0,,1530.0,2020.0,1440.0,2080.0,2016-07-09,1
Tamil Nadu,3348.0,2760.0,2562.5,7260.0,5820.0,8230.0,6170.0,5000.0,4110.0,,14007.2,,8499.6,,8854.8,6387.6,4680.0,,1510.0,1440.0,1060.0,5600.0,2017-07-09,1
Tamil Nadu,3190.0,2692.0,2515.0,4960.0,6280.0,6700.0,6690.0,4800.0,3680.0,,13192.4,,9090.4,,9629.8,8171.8,4420.0,,1500.0,2200.0,1640.0,1820.0,2018-07-09,1
Tamil Nadu,3387.5,2987.5,3147.5,6375.0,8450.0,8450.0,8300.0,5800.0,3582.5,,14949.75,,7842.0,,9471.5,6830.5,4366.75,,1605.0,2025.0,1875.0,3425.0,2019-07-09,1
Tamil Nadu,2530.0,2720.0,2490.0,10020.0,11420.0,13320.0,7170.0,7400.0,3948.0,,15136.8,,8158.4,,9023.4,6523.0,4439.0,,1540.0,2080.0,1240.0,680.0,2016-08-09,1
Tamil Nadu,3333.2,2660.0,2525.0,7130.0,5800.0,7640.0,5920.0,4750.0,4072.0,,13962.4,,8425.6,,8791.0,6139.8,4900.0,,1510.0,1440.0,2500.0,3440.0,2017-08-09,1
Tamil Nadu,3170.0,2860.0,2937.5,5780.0,6400.0,6480.0,6730.0,4970.0,3736.0,,13531.75,,8478.0,,9930.75,7783.75,4540.0,,1510.0,2280.0,1560.0,840.0,2018-08-09,1
Tamil Nadu,3400.0,3012.5,3110.0,6325.0,8425.0,8425.0,8300.0,5800.0,3515.0,,14969.75,,7594.75,,9611.33,6762.75,4316.75,,1655.0,2075.0,1825.0,1875.0,2019-08-09,1
Tamil Nadu,2500.0,2720.0,2527.5,9780.0,10160.0,12020.0,6630.0,6750.0,3864.0,,15247.0,,8445.6,,9089.0,7285.0,4782.0,,1540.0,2280.0,1240.0,940.0,2016-09-09,1
Tamil Nadu,3310.0,2640.0,2550.0,7460.0,6260.0,8140.0,6460.0,4950.0,4092.0,,13918.6,,8469.6,,8636.8,6475.4,5180.0,,1510.0,1440.0,2160.0,2020.0,2017-09-09,1
Tamil Nadu,2916.67,2833.33,2620.0,5666.67,6283.33,6283.33,6733.33,5230.0,3566.67,,12722.33,,8526.0,,9563.0,7464.0,4633.33,,1473.33,2166.67,1333.33,800.0,2018-09-09,1
Tamil Nadu,3400.0,2975.0,3110.0,6400.0,8550.0,8612.5,8387.5,5875.0,3660.0,,15436.75,,7556.25,,10044.5,7060.0,4525.0,,1625.0,1775.0,2725.0,975.0,2019-09-09,1
Tamil Nadu,2695.0,2664.0,2527.5,11020.0,11020.0,11320.0,6900.0,6800.0,3874.0,,15123.0,,8497.2,,9023.0,6869.4,4638.0,,1540.0,2000.0,1200.0,1460.0,2016-10-09,1
Tamil Nadu,3330.0,2652.0,2595.0,7560.0,6260.0,7880.0,6480.0,4950.0,4088.0,,13852.6,,8559.6,,8636.8,6694.2,5280.0,,1487.5,1440.0,2260.0,1600.0,2017-10-09,1
Tamil Nadu,3037.5,2875.0,2855.0,5837.5,6275.0,6475.0,6945.0,5287.5,3572.5,,13565.0,,9116.33,,9683.25,7499.25,4525.0,,1512.5,2425.0,1325.0,925.0,2018-10-09,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,8828.57,8442.86,5928.57,3657.14,,15071.17,12967.0,7821.14,,9972.14,7217.0,4600.0,,1485.71,1942.86,3400.0,2000.0,2019-10-09,1
Tamil Nadu,2795.0,2744.0,2550.0,12540.0,10320.0,10540.0,6580.0,6600.0,3906.0,,14929.4,,8467.6,,9110.0,6777.4,4550.0,,1540.0,1900.0,1100.0,720.0,2016-11-09,2
Tamil Nadu,3282.0,2692.0,2670.0,7060.0,6170.0,7080.0,6390.0,5050.0,4040.0,,13720.6,,8534.8,,8674.8,6787.2,5220.0,,1510.0,1500.0,3420.0,3820.0,2017-11-09,2
Tamil Nadu,2950.0,2866.67,2913.33,5933.33,6200.0,7516.67,7166.67,5146.67,3513.33,,13126.0,,9219.67,,9726.67,7425.67,4433.33,,1506.67,2333.33,1666.67,1166.67,2018-11-09,2
Tamil Nadu,3968.75,3082.5,3311.25,6487.5,8950.0,11587.5,8837.5,6175.0,3623.75,,15282.13,12967.0,7981.25,,10086.0,7414.88,4662.5,,1425.0,2300.0,5137.5,2100.0,2019-11-09,2
Tamil Nadu,2902.0,2812.0,2562.5,12200.0,9560.0,10010.0,6530.0,6500.0,3934.0,,14653.8,,8489.6,,9120.0,7009.8,4502.0,,1540.0,1820.0,1280.0,880.0,2016-12-09,2
Tamil Nadu,3287.5,2725.0,2553.33,6525.0,6100.0,6650.0,6375.0,4950.0,3957.5,,13112.25,,8717.75,,8906.25,7066.5,4850.0,,1487.5,1350.0,3650.0,1700.0,2017-12-09,2
Tamil Nadu,3100.0,2990.0,3068.0,6520.0,6860.0,7760.0,7320.0,5340.0,3406.0,,13658.8,,8502.6,,9676.8,7016.4,4443.4,,1474.0,1800.0,1340.0,1220.0,2018-12-09,2
Tamil Nadu,3931.25,3120.0,3005.0,6350.0,8950.0,11381.25,9037.5,5950.0,3577.5,2800.0,14827.63,12428.5,8189.25,,10086.71,7992.57,4675.0,36000.0,1506.25,2475.0,11312.5,1887.5,2019-12-09,2
Tamil Nadu,2703.0,2710.0,2336.75,6380.0,13180.0,14560.0,9360.0,7250.0,3376.0,,12244.2,,7973.2,,8971.4,5651.8,3929.0,,1510.0,1720.0,1940.0,4300.0,2016-01-10,2
Tamil Nadu,3255.0,2790.0,2607.5,11344.0,7680.0,9390.0,6300.0,5900.0,4038.0,,14159.0,,8445.6,,9110.0,7196.8,4553.0,,1540.0,1500.0,1160.0,940.0,2017-01-10,2
Tamil Nadu,3342.0,2696.0,2505.0,6360.0,6300.0,6680.0,6570.0,5200.0,3712.0,,12929.4,,8762.6,,8971.2,7027.8,4820.0,,1500.0,1360.0,3940.0,660.0,2018-01-10,2
Tamil Nadu,3040.0,2920.0,2920.0,6500.0,7080.0,7700.0,7440.0,5320.0,3388.0,,14021.2,,8196.4,,9398.2,6895.4,4456.6,,1550.0,1800.0,1260.0,2780.0,2019-01-10,2
Tamil Nadu,2481.25,2712.5,2256.67,5875.0,12150.0,13275.0,8525.0,6500.0,3437.5,,11884.5,,7990.0,,8914.25,6037.0,3931.25,,1525.0,1575.0,1475.0,850.0,2016-02-10,3
Tamil Nadu,3328.0,2776.0,2572.5,9225.0,7000.0,9270.0,6440.0,5800.0,4242.0,,13998.2,,8600.4,,9077.0,7240.8,4572.0,,1550.0,1340.0,1120.0,1940.0,2017-02-10,3
Tamil Nadu,3238.6,2736.0,2505.0,5750.0,6390.0,6660.0,6760.0,5000.0,3486.0,,12774.6,,8698.4,,9054.2,7024.6,4820.0,,1500.0,1360.0,2300.0,660.0,2018-02-10,3
Tamil Nadu,3075.0,2950.0,2877.5,6150.0,7937.5,7662.5,7600.0,5800.0,3382.5,,13466.5,,8407.5,,9362.5,7065.25,4437.5,,1602.5,1800.0,1050.0,1100.0,2019-02-10,3
Tamil Nadu,2445.0,2700.0,2299.25,5800.0,11280.0,13140.0,8580.0,6200.0,3450.0,,12013.0,,7832.2,,9044.2,6270.0,3644.0,,1530.0,1540.0,1220.0,720.0,2016-03-10,3
Tamil Nadu,3275.0,2835.0,2550.0,7050.0,6525.0,8750.0,6150.0,5400.0,4295.0,,14062.75,,8674.25,,9120.0,6887.25,4375.0,,1562.5,1275.0,1150.0,2375.0,2017-03-10,3
Tamil Nadu,3066.6,2692.0,2525.0,5580.0,6540.0,6590.0,6800.0,4950.0,3624.0,,12884.6,,8808.4,,9120.0,7668.4,4640.0,,1500.0,1380.0,1480.0,720.0,2018-03-10,3
Tamil Nadu,3080.0,2960.0,2940.0,6260.0,8120.0,7620.0,7700.0,5688.0,3480.0,,14024.0,10000.0,7961.0,,9557.8,7083.8,4280.0,,1584.0,1540.0,1020.0,1060.0,2019-03-10,3
Tamil Nadu,2501.25,2750.0,2399.0,6000.0,11850.0,13450.0,8425.0,7000.0,4000.0,,12966.0,,7824.25,,9107.5,6878.5,3667.5,,1537.5,1675.0,1325.0,1025.0,2016-04-10,3
Tamil Nadu,3225.0,2810.0,2533.33,7650.0,6800.0,9225.0,6600.0,5600.0,4237.5,,14277.5,,8701.75,,9065.0,6528.75,4375.0,,1562.5,1425.0,1000.0,1275.0,2017-04-10,3
Tamil Nadu,3040.0,2672.0,2525.0,5290.0,6400.0,6380.0,6720.0,4950.0,3434.0,,12891.2,,9095.2,,9278.2,8108.0,4400.0,,1500.0,1680.0,1060.0,880.0,2018-04-10,3
Tamil Nadu,3050.0,2990.0,2940.0,6220.0,8060.0,7490.0,7550.0,5548.0,3506.0,,13911.2,9750.0,8067.8,,9416.0,6748.6,4166.6,,1584.0,1820.0,1080.0,2380.0,2019-04-10,3
Tamil Nadu,2404.0,2670.0,2410.0,7120.0,13140.0,16280.0,8380.0,7350.0,3944.0,,13660.0,,8231.6,,9088.0,6910.8,4075.0,,1530.0,1960.0,1200.0,3260.0,2016-05-10,3
Tamil Nadu,3115.0,2762.5,2600.0,7600.0,6712.5,9012.5,6700.0,5400.0,4200.0,,14395.25,,8667.0,,8982.75,6441.75,4575.0,,1537.5,1525.0,1000.0,750.0,2017-05-10,3
Tamil Nadu,3100.0,2660.0,2525.0,5100.0,6260.0,6490.0,6700.0,4750.0,3048.0,,13089.0,,8933.2,,9216.0,8171.4,4460.0,,1500.0,1960.0,1000.0,880.0,2018-05-10,3
Tamil Nadu,3150.0,2930.0,2920.0,6320.0,8210.0,7720.0,7940.0,5568.0,3604.0,,14201.0,9750.0,7650.0,,9531.0,6711.0,4240.0,,1587.5,1900.0,1180.0,3540.0,2019-05-10,3
Tamil Nadu,2528.0,2654.0,2390.0,7690.0,12120.0,15480.0,7960.0,7200.0,3902.0,,14422.8,,8253.6,,9066.2,6814.8,4289.0,,1530.0,2040.0,1320.0,5360.0,2016-06-10,1
Tamil Nadu,3275.0,2775.0,2516.67,7375.0,5925.0,8750.0,6375.0,4900.0,4170.0,,14353.75,,8667.0,,8900.75,6565.5,4700.0,,1537.5,1450.0,1175.0,1650.0,2017-06-10,1
Tamil Nadu,3075.0,2687.5,2513.33,4925.0,6200.0,6512.5,6650.0,4500.0,3375.0,,13708.5,,9299.0,,9422.5,8255.0,4150.0,,1500.0,2075.0,1325.0,1225.0,2018-06-10,1
Tamil Nadu,3270.0,2942.0,2962.0,6410.0,8640.0,8540.0,8500.0,5628.0,3596.0,,14792.2,9500.0,7581.6,,9573.0,6705.4,4333.4,,1587.5,2020.0,1700.0,3310.0,2019-06-10,1
Tamil Nadu,2482.0,2714.0,2447.5,9120.0,12240.0,15380.0,7900.0,7350.0,3874.0,,14873.0,,8209.8,,9054.2,6655.2,4222.0,,1530.0,2020.0,1440.0,2080.0,2016-07-10,1
Tamil Nadu,3348.0,2760.0,2562.5,7260.0,5820.0,8230.0,6170.0,5000.0,4098.0,,13985.4,,8499.6,,8821.8,6365.6,4680.0,,1510.0,1420.0,1040.0,5800.0,2017-07-10,1
Tamil Nadu,3190.0,2692.0,2515.0,4960.0,6280.0,6700.0,6690.0,4800.0,3680.0,,13192.4,,9090.4,,9629.8,8171.8,4420.0,,1500.0,2120.0,1760.0,1660.0,2018-07-10,1
Tamil Nadu,3387.5,3012.5,3147.5,6375.0,8450.0,8450.0,8300.0,5800.0,3577.5,,14949.75,,7842.0,,9471.5,6775.5,4366.75,,1605.0,2000.0,1825.0,3500.0,2019-07-10,1
Tamil Nadu,2530.0,2720.0,2502.5,9920.0,11320.0,13320.0,7130.0,7400.0,3926.0,,15147.8,,8158.4,,9023.4,6601.0,4519.0,,1540.0,2100.0,1240.0,700.0,2016-08-10,1
Tamil Nadu,3333.2,2660.0,2525.0,7130.0,5800.0,7640.0,5920.0,4750.0,4072.0,,13962.4,,8425.6,,8791.0,6139.8,4900.0,,1510.0,1440.0,2600.0,3500.0,2017-08-10,1
Tamil Nadu,3170.0,2860.0,2937.5,5800.0,6400.0,6480.0,6770.0,4970.0,3700.0,,13531.75,,8478.0,,9764.6,7629.2,4560.0,,1510.0,2320.0,1560.0,940.0,2018-08-10,1
Tamil Nadu,3400.0,3012.5,3110.0,6325.0,8425.0,8425.0,8300.0,5800.0,3515.0,,14969.75,,7594.75,,9611.33,6762.75,4316.75,,1655.0,2075.0,1825.0,1875.0,2019-08-10,1
Tamil Nadu,2500.0,2720.0,2527.5,9780.0,10160.0,12020.0,6630.0,6750.0,3864.0,,15247.0,,8445.6,,9089.0,7285.0,4782.0,,1540.0,2280.0,1240.0,1040.0,2016-09-10,1
Tamil Nadu,3310.0,2640.0,2550.0,7460.0,6260.0,8140.0,6460.0,4950.0,4092.0,,13918.6,,8469.6,,8636.8,6475.4,5180.0,,1510.0,1440.0,2160.0,1980.0,2017-09-10,1
Tamil Nadu,3087.5,2862.5,2852.5,5750.0,6287.5,6462.5,6825.0,5230.0,3560.0,,13415.25,,8830.25,,9763.25,7521.0,4575.0,,1512.5,2250.0,1375.0,750.0,2018-09-10,1
Tamil Nadu,3400.0,2975.0,3110.0,6450.0,8550.0,8687.5,8337.5,5875.0,3685.0,,15299.25,,7666.0,,10181.75,7169.67,4600.0,,1625.0,1775.0,2725.0,975.0,2019-09-10,1
Tamil Nadu,2695.0,2664.0,2527.5,11020.0,10980.0,11260.0,6900.0,6800.0,3864.0,,15123.0,,8497.2,,9023.0,6869.4,4638.0,,1540.0,2000.0,1200.0,1460.0,2016-10-10,1
Tamil Nadu,3330.0,2652.0,2595.0,7560.0,6260.0,7880.0,6480.0,4950.0,4088.0,,13852.6,,8559.6,,8636.8,6705.2,5280.0,,1487.5,1440.0,2260.0,1700.0,2017-10-10,1
Tamil Nadu,3087.5,2875.0,2855.0,5762.5,6250.0,6500.0,6945.0,5275.0,3562.5,,13565.0,,8920.5,,9633.25,7499.25,4475.0,,1537.5,2387.5,1350.0,900.0,2018-10-10,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,8885.71,8442.86,5928.57,3650.0,,15071.17,12967.0,7821.14,,9972.14,7217.0,4614.29,,1485.71,1971.43,3385.71,1985.71,2019-10-10,1
Tamil Nadu,2795.0,2744.0,2550.0,12540.0,10320.0,10540.0,6580.0,6600.0,3906.0,,14929.4,,8467.6,,9110.0,6777.4,4550.0,,1540.0,1880.0,1100.0,700.0,2016-11-10,2
Tamil Nadu,3282.0,2692.0,2670.0,7060.0,6170.0,7080.0,6390.0,5050.0,4040.0,,13720.6,,8534.8,,8674.8,6787.2,5220.0,,1510.0,1400.0,3320.0,3760.0,2017-11-10,2
Tamil Nadu,3075.0,2900.0,2860.0,5875.0,6275.0,7212.5,7025.0,5185.0,3545.0,,13086.25,,8998.0,,9711.5,7544.25,4525.0,,1530.0,2475.0,1650.0,1175.0,2018-11-10,2
Tamil Nadu,3968.75,3082.5,3311.25,6487.5,8950.0,11587.5,8837.5,6175.0,3623.75,,15282.13,12967.0,7981.25,,10086.0,7414.88,4662.5,,1425.0,2362.5,5175.0,2037.5,2019-11-10,2
Tamil Nadu,2902.0,2812.0,2562.5,12200.0,9560.0,10010.0,6530.0,6500.0,3934.0,,14653.8,,8489.6,,9120.0,7009.8,4512.0,,1540.0,1820.0,1220.0,800.0,2016-12-10,2
Tamil Nadu,3278.0,2752.0,2505.0,6560.0,6060.0,6680.0,6410.0,4950.0,3957.5,,13456.8,,8717.75,,8906.25,7066.5,4850.0,,1487.5,1350.0,3650.0,1700.0,2017-12-10,2
Tamil Nadu,3100.0,2990.0,3068.0,6520.0,6860.0,7960.0,7320.0,5340.0,3402.0,,13658.8,,8502.6,,9676.8,7016.4,4423.4,,1474.0,1840.0,1200.0,1180.0,2018-12-10,2
Tamil Nadu,3938.89,3117.78,3037.78,6355.56,8977.78,11516.67,9033.33,5950.0,3580.0,2800.0,14835.67,12428.5,8188.89,,10090.88,8025.25,4666.67,36000.0,1522.22,2533.33,10166.67,1777.78,2019-12-10,2
Tamil Nadu,2683.0,2710.0,2336.75,6380.0,13100.0,14520.0,9320.0,7250.0,3380.0,,12244.2,,7973.2,,8971.4,5651.8,3929.0,,1510.0,1600.0,1840.0,3340.0,2016-01-11,2
Tamil Nadu,3285.0,2816.0,2582.5,10880.0,7540.0,9470.0,6300.0,5900.0,4078.0,,13998.2,,8533.8,,9132.0,7196.8,4573.0,,1540.0,1480.0,1200.0,900.0,2017-01-11,2
Tamil Nadu,3342.0,2696.0,2505.0,6380.0,6300.0,6700.0,6570.0,5200.0,3712.0,,12929.4,,8762.6,,8971.2,7027.8,4820.0,,1500.0,1420.0,3940.0,680.0,2018-01-11,2
Tamil Nadu,3040.0,2920.0,2920.0,6500.0,7080.0,7700.0,7440.0,5320.0,3388.0,,14001.2,,8196.4,,9388.2,6895.4,4456.6,,1550.0,1940.0,1260.0,2960.0,2019-01-11,2
Tamil Nadu,2525.0,2750.0,2336.75,5900.0,12360.0,13380.0,8620.0,6500.0,3440.0,,12057.0,,7820.4,,8922.6,5994.4,3805.0,,1530.0,1560.0,1420.0,820.0,2016-02-11,3
Tamil Nadu,3328.0,2776.0,2572.5,9225.0,7000.0,9270.0,6440.0,5800.0,4242.0,,13998.2,,8600.4,,9077.0,7240.8,4572.0,,1550.0,1340.0,1120.0,1940.0,2017-02-11,3
Tamil Nadu,3248.25,2770.0,2606.67,5937.5,6412.5,6725.0,6775.0,5400.0,3520.0,,13001.25,,8455.5,,9010.25,7022.75,4775.0,,1550.0,1450.0,2500.0,650.0,2018-02-11,3
Tamil Nadu,3060.0,2920.0,2940.0,6260.0,7950.0,7730.0,7680.0,5840.0,3378.0,,13893.2,,8246.0,,9450.0,7112.2,4310.0,,1602.0,1820.0,1040.0,1020.0,2019-02-11,3
Tamil Nadu,2445.0,2700.0,2299.25,5810.0,11240.0,13140.0,8600.0,6200.0,3450.0,,12013.0,,7832.2,,9044.2,6271.75,3624.0,,1530.0,1560.0,1160.0,640.0,2016-03-11,3
Tamil Nadu,3275.0,2835.0,2550.0,7050.0,6525.0,8750.0,6150.0,5400.0,4295.0,,14062.75,,8674.25,,9120.0,6887.25,4375.0,,1562.5,1275.0,1150.0,2375.0,2017-03-11,3
Tamil Nadu,2933.33,2686.67,2700.0,5633.33,6433.33,6650.0,6800.0,,3640.0,,13296.33,,8790.67,,9303.33,8131.33,4233.33,,1566.67,1433.33,1533.33,766.67,2018-03-11,3
Tamil Nadu,3080.0,2960.0,2940.0,6260.0,8120.0,7620.0,7660.0,5688.0,3480.0,,14024.0,10000.0,7961.0,,9577.8,7083.8,4280.0,,1584.0,1580.0,1020.0,1000.0,2019-03-11,3
Tamil Nadu,2391.0,2630.0,2336.75,6060.0,11900.0,13620.0,8360.0,7100.0,3990.0,,13186.0,,7995.6,,9000.2,6843.2,3734.0,,1530.0,1620.0,1180.0,1180.0,2016-04-11,3
Tamil Nadu,3225.0,2810.0,2533.33,7650.0,6800.0,9225.0,6600.0,5600.0,4237.5,,14277.5,,8701.75,,9065.0,6528.75,4375.0,,1562.5,1425.0,975.0,1250.0,2017-04-11,3
Tamil Nadu,3040.0,2672.0,2525.0,5230.0,6380.0,6440.0,6720.0,5000.0,3422.0,,12891.2,,9035.2,,9300.2,8118.8,4400.0,,1500.0,1740.0,1160.0,840.0,2018-04-11,3
Tamil Nadu,3050.0,2990.0,2940.0,6220.0,8060.0,7490.0,7550.0,5548.0,3506.0,,13911.2,9750.0,8067.8,,9416.0,6744.0,4173.4,,1584.0,1800.0,1080.0,2300.0,2019-04-11,3
Tamil Nadu,2404.0,2670.0,2372.5,7160.0,13100.0,16160.0,8440.0,7350.0,3944.0,,14015.8,,8231.6,,9088.0,6910.8,4075.0,,1530.0,1960.0,1200.0,3020.0,2016-05-11,3
Tamil Nadu,3115.0,2762.5,2600.0,7600.0,6712.5,9012.5,6700.0,5400.0,4200.0,,14395.25,,8667.0,,8982.75,6441.75,4575.0,,1537.5,1525.0,1000.0,675.0,2017-05-11,3
Tamil Nadu,3100.0,2660.0,2525.0,5100.0,6260.0,6490.0,6700.0,4750.0,3048.0,,13089.0,,8933.2,,9216.0,8171.4,4460.0,,1500.0,2000.0,1100.0,900.0,2018-05-11,3
Tamil Nadu,3150.0,2930.0,2920.0,6320.0,8210.0,7720.0,7940.0,5568.0,3604.0,,14201.0,9750.0,7650.0,,9531.0,6711.0,4240.0,,1587.5,1880.0,1180.0,3580.0,2019-05-11,3
Tamil Nadu,2528.0,2654.0,2390.0,7690.0,12120.0,15480.0,7960.0,7200.0,3902.0,,14422.8,,8253.6,,9066.2,6814.8,4289.0,,1530.0,2040.0,1340.0,5320.0,2016-06-11,1
Tamil Nadu,3275.0,2775.0,2516.67,7375.0,5925.0,8700.0,6375.0,4900.0,4170.0,,14353.75,,8667.0,,8900.75,6565.5,4700.0,,1537.5,1450.0,1175.0,1650.0,2017-06-11,1
Tamil Nadu,3230.0,2700.0,2510.0,4980.0,6300.0,6590.0,6740.0,4750.0,3658.0,,13500.0,,8933.0,,9464.6,8259.6,4280.0,,1500.0,2060.0,1240.0,1200.0,2018-06-11,1
Tamil Nadu,3270.0,2942.0,2962.0,6410.0,8640.0,8580.0,8500.0,5628.0,3596.0,,14772.2,9500.0,7581.6,,9562.0,6707.6,4333.4,,1587.5,2020.0,1720.0,3330.0,2019-06-11,1
Tamil Nadu,2512.0,2714.0,2447.5,9340.0,12100.0,15320.0,7800.0,7450.0,3884.0,,14873.0,,8209.8,,9054.2,6643.25,4208.0,,1530.0,2160.0,1480.0,2060.0,2016-07-11,1
