States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3060.0,2920.0,2940.0,6260.0,8070.0,7750.0,7680.0,5840.0,3414.0,,13914.0,,8287.4,,9514.0,7066.8,4293.4,,1602.0,1760.0,1040.0,840.0,2019-02-15,3
Tamil Nadu,2506.25,2800.0,2332.33,5912.5,11450.0,13287.5,8750.0,6400.0,3450.0,,11994.5,,7730.0,,9107.5,6383.0,3405.0,,1537.5,1700.0,1250.0,650.0,2016-03-15,3
Tamil Nadu,3250.0,2820.0,2550.0,7050.0,6525.0,8925.0,6125.0,5400.0,4285.0,,14062.75,,8674.25,,9065.0,6832.25,4425.0,,1562.5,1325.0,1075.0,1800.0,2017-03-15,3
Tamil Nadu,3080.0,2672.0,2525.0,5490.0,6520.0,6510.0,6780.0,4950.0,3592.0,,12840.6,,8830.4,,9142.0,7854.0,4630.0,,1500.0,1440.0,1340.0,680.0,2018-03-15,3
Tamil Nadu,3080.0,2960.0,2900.0,6260.0,8100.0,7470.0,7660.0,5648.0,3466.0,,13914.0,10000.0,7961.0,,9547.8,7021.8,4313.4,,1584.0,1560.0,1020.0,1160.0,2019-03-15,3
Tamil Nadu,2364.0,2640.0,2336.75,6330.0,12540.0,14340.0,8400.0,7100.0,3996.0,,13340.2,,8039.6,,9000.2,6870.6,3804.0,,1530.0,1760.0,1180.0,1200.0,2016-04-15,3
Tamil Nadu,3175.0,2785.0,2533.33,7675.0,6850.0,9425.0,6725.0,5600.0,4232.5,,14387.75,,8701.75,,9065.0,6528.75,4375.0,,1562.5,1400.0,1000.0,1150.0,2017-04-15,3
Tamil Nadu,3066.67,2620.0,2280.0,5150.0,6266.67,6433.33,6700.0,4600.0,3353.33,,12820.0,,9761.33,,9413.33,8204.33,4333.33,,1500.0,1733.33,1066.67,866.67,2018-04-15,3
Tamil Nadu,3050.0,2990.0,2940.0,6200.0,8060.0,7490.0,7550.0,5548.0,3506.0,,13911.2,9750.0,8067.8,,9416.0,6715.2,4186.6,,1584.0,1800.0,1000.0,2460.0,2019-04-15,3
Tamil Nadu,2384.0,2650.0,2372.5,7160.0,12980.0,16060.0,8440.0,7350.0,3944.0,,13993.8,,8231.6,,9088.0,6910.8,4075.0,,1530.0,1960.0,1220.0,3340.0,2016-05-15,3
Tamil Nadu,3115.0,2762.5,2600.0,7550.0,6562.5,8850.0,6700.0,5400.0,4200.0,,14395.25,,8667.0,,8973.67,6464.67,4550.0,,1537.5,1450.0,900.0,775.0,2017-05-15,3
Tamil Nadu,3100.0,2660.0,2525.0,5000.0,6260.0,6530.0,6700.0,4750.0,3056.0,,12817.5,,8933.2,,9216.0,8182.4,4400.0,,1500.0,2000.0,1000.0,920.0,2018-05-15,3
Tamil Nadu,3150.0,2930.0,2920.0,6340.0,8270.0,7800.0,8060.0,5568.0,3604.0,,14453.2,9750.0,7736.0,,9541.0,6647.8,4206.6,,1587.5,1860.0,1220.0,3620.0,2019-05-15,3
Tamil Nadu,2542.0,2654.0,2410.0,7950.0,12200.0,15460.0,7980.0,7250.0,3892.0,,14455.8,,8253.6,,9076.0,6814.8,4349.0,,1530.0,2140.0,1240.0,6500.0,2016-06-15,1
Tamil Nadu,3300.0,2775.0,2516.67,7275.0,5850.0,8612.5,6150.0,5100.0,4165.0,,14353.75,,8639.5,,8873.5,6538.0,4700.0,,1537.5,1450.0,1125.0,1700.0,2017-06-15,1
Tamil Nadu,3230.0,2700.0,2510.0,4980.0,6280.0,6590.0,6720.0,4666.67,3728.0,,13500.0,,8933.0,,9464.6,8259.6,4340.0,,1500.0,2080.0,1260.0,1260.0,2018-06-15,1
Tamil Nadu,3312.5,2877.5,2920.0,6262.5,8625.0,8475.0,8475.0,5535.0,3582.5,,14152.75,9500.0,7680.75,,9522.5,6667.75,4466.75,,1583.33,1975.0,1775.0,3250.0,2019-06-15,1
Tamil Nadu,2512.0,2720.0,2467.5,10110.0,11940.0,15280.0,7800.0,7500.0,3884.0,,14917.0,,8136.4,,9043.4,6523.0,4208.0,,1540.0,2220.0,1480.0,1860.0,2016-07-15,1
Tamil Nadu,3348.0,2740.0,2562.5,7240.0,5840.0,8160.0,6180.0,5000.0,4074.0,,14002.4,,8469.6,,8821.8,6356.6,4740.0,,1510.0,1340.0,1060.0,6820.0,2017-07-15,1
Tamil Nadu,3170.0,2692.0,2565.0,5100.0,6300.0,6660.0,6730.0,4800.0,3684.0,,13060.4,,9090.4,,9640.8,8117.0,4420.0,,1500.0,2200.0,1800.0,1700.0,2018-07-15,1
Tamil Nadu,3387.5,3012.5,3147.5,6375.0,8450.0,8412.5,8300.0,5800.0,3560.0,,15107.25,,7814.5,,9489.0,6717.75,4341.75,,1605.0,1925.0,1737.5,3650.0,2019-07-15,1
Tamil Nadu,2530.0,2720.0,2502.5,9850.0,11280.0,13320.0,7130.0,7400.0,3926.0,,15147.8,,8158.4,,9023.4,6623.0,4519.0,,1540.0,2080.0,1240.0,700.0,2016-08-15,1
Tamil Nadu,3333.2,2660.0,2525.0,7130.0,5920.0,7640.0,6020.0,4750.0,4072.0,,13962.4,,8425.6,,8791.0,6139.8,4900.0,,1510.0,1500.0,2660.0,4520.0,2017-08-15,1
Tamil Nadu,3075.0,2850.0,3083.33,5675.0,6400.0,6550.0,6662.5,5140.0,3695.0,,13256.75,,8730.25,,9706.0,7494.67,4550.0,,1512.5,2125.0,1600.0,850.0,2018-08-15,1
Tamil Nadu,3350.0,3012.5,3160.0,6375.0,8550.0,8475.0,8300.0,5800.0,3575.0,,15142.75,,7599.25,,9642.25,6939.25,4362.5,,1630.0,1825.0,1950.0,1925.0,2019-08-15,1
Tamil Nadu,2556.0,2680.0,2527.5,10000.0,10762.5,11760.0,6790.0,6700.0,3852.0,,15214.0,,8423.6,,9089.0,7285.0,4762.0,,1540.0,2060.0,1240.0,1180.0,2016-09-15,1
Tamil Nadu,3310.0,2640.0,2550.0,7560.0,6260.0,8200.0,6480.0,4950.0,4124.0,,13918.6,,8513.6,,8636.8,6507.4,5180.0,,1510.0,1380.0,2020.0,1920.0,2017-09-15,1
Tamil Nadu,3087.5,2875.0,2852.5,5837.5,6287.5,6525.0,6825.0,5187.5,3512.5,,13472.75,,8647.0,,9790.75,7562.25,4458.25,,1512.5,2325.0,1312.5,825.0,2018-09-15,1
Tamil Nadu,3700.0,3100.0,3210.0,6675.0,8625.0,8887.5,8537.5,5900.0,3735.0,,16003.67,13500.0,8358.5,,10096.0,7277.0,4700.0,,1450.0,1875.0,3100.0,975.0,2019-09-15,1
Tamil Nadu,2731.0,2704.0,2535.0,11260.0,10920.0,11160.0,6860.0,6800.0,3878.0,,15123.0,,8453.2,,9023.0,6803.2,4638.0,,1540.0,2000.0,1240.0,1270.0,2016-10-15,1
Tamil Nadu,3330.0,2652.0,2595.0,7560.0,6240.0,7880.0,6480.0,4950.0,4072.0,,13852.6,,8559.6,,8636.8,6716.2,5360.0,,1500.0,1440.0,2440.0,2580.0,2017-10-15,1
Tamil Nadu,3087.5,2875.0,2855.0,5762.5,6262.5,6512.5,6995.0,5275.0,3565.0,,13473.5,,8920.5,,9837.25,7610.5,4500.0,,1537.5,2437.5,1450.0,1050.0,2018-10-15,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,8907.14,8442.86,5928.57,3650.0,,15003.86,12967.0,7821.14,,9972.14,7217.0,4542.86,,1485.71,2057.14,3442.86,1814.29,2019-10-15,1
Tamil Nadu,2815.0,2744.0,2550.0,12540.0,10300.0,10520.0,6580.0,6600.0,3910.0,,14929.4,,8467.6,,9110.0,6810.4,4530.0,,1540.0,1920.0,1160.0,720.0,2016-11-15,2
Tamil Nadu,3258.0,2692.0,2670.0,7000.0,6160.0,7000.0,6390.0,5050.0,4040.0,,13698.6,,8556.8,,8652.8,6808.25,5140.0,,1510.0,1500.0,3400.0,3640.0,2017-11-15,2
Tamil Nadu,3075.0,2900.0,2860.0,6300.0,6750.0,7775.0,7275.0,5300.0,3527.5,,13327.25,,8597.0,,9827.0,7515.25,4491.75,,1530.0,2425.0,1800.0,1175.0,2018-11-15,2
Tamil Nadu,3883.33,3067.78,3252.22,6511.11,9077.78,11850.0,9055.56,6100.0,3614.44,2800.0,14814.67,13076.5,8272.67,10736.0,9934.22,7593.75,4700.0,,1444.44,2222.22,5211.11,1488.89,2019-11-15,2
Tamil Nadu,3048.0,2772.0,2587.5,12500.0,9420.0,9700.0,6540.0,6500.0,3938.0,,14642.8,,8511.6,,9132.0,7152.8,4512.0,,1540.0,1620.0,1280.0,720.0,2016-12-15,2
Tamil Nadu,3297.5,2790.0,2606.67,6550.0,6075.0,6750.0,6562.5,5200.0,3937.5,,13442.25,,8563.0,,8906.5,7144.25,4850.0,,1562.5,1375.0,4200.0,1200.0,2017-12-15,2
Tamil Nadu,3100.0,2968.0,3068.0,6520.0,6940.0,7950.0,7320.0,5340.0,3422.0,,14058.8,,8326.8,,9583.2,6973.4,4410.0,,1474.0,1880.0,1220.0,1140.0,2018-12-15,2
Tamil Nadu,3785.71,3151.43,2998.57,6428.57,8900.0,11414.29,9042.86,6016.67,3580.0,2800.0,14578.71,12483.5,8095.14,,10255.83,8326.33,4771.43,36000.0,1535.71,2628.57,7771.43,1357.14,2019-12-15,2
Tamil Nadu,2651.0,2750.0,2336.75,6280.0,13060.0,14400.0,9280.0,7150.0,3410.0,,12200.2,,7885.4,,8955.4,5596.8,4009.0,,1510.0,1720.0,1860.0,3040.0,2016-01-16,2
Tamil Nadu,3268.75,2845.0,2643.33,11175.0,7875.0,9637.5,6550.0,6000.0,4085.0,,14140.75,,8332.25,,9135.0,7265.25,4716.25,,1550.0,1700.0,1250.0,1175.0,2017-01-16,2
Tamil Nadu,3342.0,2696.0,2505.0,6340.0,6300.0,6670.0,6580.0,5200.0,3692.0,,12929.4,,8762.6,,8971.2,7027.8,4860.0,,1500.0,1440.0,3760.0,740.0,2018-01-16,2
Tamil Nadu,2912.5,2870.0,2812.5,6500.0,7175.0,7550.0,7500.0,5350.0,3372.5,,13518.0,,8295.0,,9276.5,6861.25,4508.25,,1530.0,1900.0,1400.0,3200.0,2019-01-16,2
Tamil Nadu,2525.0,2750.0,2336.75,5900.0,12240.0,13220.0,8610.0,6500.0,3448.0,,12057.0,,7820.4,,8934.6,6061.4,3784.0,,1530.0,1600.0,1440.0,780.0,2016-02-16,3
Tamil Nadu,3328.0,2796.0,2560.0,8380.0,6950.0,9170.0,6340.0,5500.0,4308.0,,13998.2,,8644.4,,9055.0,7240.8,4552.0,,1550.0,1380.0,1200.0,2100.0,2017-02-16,3
Tamil Nadu,3216.6,2736.0,2505.0,5612.5,6470.0,6680.0,6750.0,5000.0,3604.0,,12818.4,,8698.4,,9043.2,7101.6,4800.0,,1500.0,1360.0,2320.0,600.0,2018-02-16,3
Tamil Nadu,3060.0,2920.0,2940.0,6260.0,8070.0,7750.0,7680.0,5840.0,3414.0,,13914.0,,8287.4,,9514.0,7066.8,4293.4,,1602.0,1720.0,1040.0,880.0,2019-02-16,3
Tamil Nadu,2431.0,2700.0,2349.25,5870.0,11320.0,13110.0,8520.0,6450.0,3468.0,,12013.0,,7920.2,,9000.2,6337.0,3524.0,,1530.0,1560.0,1160.0,700.0,2016-03-16,3
Tamil Nadu,3250.0,2820.0,2550.0,7050.0,6525.0,8925.0,6125.0,5400.0,4285.0,,14062.75,,8674.25,,9065.0,6832.25,4425.0,,1562.5,1325.0,1075.0,1925.0,2017-03-16,3
Tamil Nadu,3080.0,2672.0,2525.0,5490.0,6520.0,6510.0,6780.0,4950.0,3592.0,,12840.6,,8830.4,,9142.0,7854.0,4630.0,,1500.0,1440.0,1320.0,720.0,2018-03-16,3
Tamil Nadu,3080.0,2960.0,2900.0,6260.0,8100.0,7470.0,7660.0,5648.0,3466.0,,13914.0,10000.0,7961.0,,9547.8,7021.8,4313.4,,1584.0,1560.0,1020.0,1120.0,2019-03-16,3
Tamil Nadu,2364.0,2640.0,2336.75,6330.0,12540.0,14400.0,8400.0,7100.0,3996.0,,13340.2,,8039.6,,9000.2,6870.6,3804.0,,1530.0,1760.0,1200.0,1240.0,2016-04-16,3
Tamil Nadu,3175.0,2785.0,2533.33,7675.0,6850.0,9425.0,6725.0,5600.0,4232.5,,14387.75,,8701.75,,9065.0,6528.75,4375.0,,1562.5,1400.0,1000.0,1050.0,2017-04-16,3
Tamil Nadu,3060.0,2672.0,2525.0,5180.0,6340.0,6440.0,6700.0,5000.0,3402.0,,12790.0,,9035.2,,9289.2,8107.8,4420.0,,1500.0,1820.0,1100.0,940.0,2018-04-16,3
Tamil Nadu,3087.5,3012.5,2957.5,6400.0,8075.0,7462.5,7737.5,5625.0,3525.0,,14189.0,,8177.25,,9570.0,6791.5,4100.0,,1575.0,1925.0,1025.0,2750.0,2019-04-16,3
Tamil Nadu,2200.0,2300.0,2150.0,7000.0,12200.0,15600.0,8100.0,7200.0,4000.0,,13956.0,,9010.0,,9010.0,,4500.0,,1500.0,1600.0,1000.0,3800.0,2016-05-16,3
Tamil Nadu,3115.0,2762.5,2600.0,7550.0,6562.5,8850.0,6700.0,5400.0,4200.0,,14395.25,,8722.0,,8941.75,6496.75,4550.0,,1537.5,1425.0,900.0,800.0,2017-05-16,3
Tamil Nadu,3100.0,2670.0,2525.0,5000.0,6260.0,6530.0,6700.0,4750.0,3046.0,,12900.0,,8933.2,,9194.0,8218.0,4420.0,,1500.0,1960.0,1000.0,940.0,2018-05-16,3
Tamil Nadu,3150.0,2938.0,2920.0,6340.0,8390.0,7840.0,8200.0,5568.0,3604.0,,14453.2,9750.0,7736.0,,9541.0,6647.8,4266.6,,1587.5,1860.0,1280.0,3600.0,2019-05-16,3
Tamil Nadu,2542.0,2654.0,2410.0,8020.0,12260.0,15500.0,7980.0,7250.0,3892.0,,14455.8,,8253.6,,9076.0,6814.8,4349.0,,1530.0,2120.0,1280.0,5820.0,2016-06-16,1
Tamil Nadu,3350.0,2775.0,2516.67,7300.0,5850.0,8587.5,6150.0,5100.0,4165.0,,14353.75,,8639.5,,8873.5,6538.0,4700.0,,1537.5,1450.0,1125.0,1750.0,2017-06-16,1
Tamil Nadu,3230.0,2700.0,2510.0,4980.0,6280.0,6590.0,6720.0,4666.67,3728.0,,13500.0,,8933.0,,9464.6,8259.6,4340.0,,1500.0,2080.0,1260.0,1260.0,2018-06-16,1
Tamil Nadu,3270.0,2942.0,2974.0,6410.0,8620.0,8580.0,8500.0,5628.0,3586.0,,14742.2,9500.0,7607.6,,9583.0,6665.4,4333.4,,1587.5,1980.0,1820.0,3500.0,2019-06-16,1
Tamil Nadu,2512.0,2720.0,2467.5,10150.0,11940.0,15280.0,7800.0,7500.0,3884.0,,14917.0,,8136.4,,9043.4,6523.0,4208.0,,1540.0,2220.0,1480.0,1860.0,2016-07-16,1
Tamil Nadu,3348.0,2740.0,2562.5,7240.0,5840.0,8160.0,6180.0,5000.0,4074.0,,14002.4,,8469.6,,8821.8,6356.6,4740.0,,1510.0,1340.0,1060.0,6880.0,2017-07-16,1
Tamil Nadu,3150.0,2692.0,2565.0,5100.0,6300.0,6660.0,6730.0,4800.0,3684.0,,13060.4,,9090.4,,9640.8,8117.0,4420.0,,1500.0,2220.0,1830.0,1820.0,2018-07-16,1
Tamil Nadu,3387.5,3012.5,3147.5,6375.0,8450.0,8412.5,8300.0,5800.0,3560.0,,15107.25,,7748.25,,9489.0,6717.75,4316.75,,1605.0,1950.0,1712.5,3650.0,2019-07-16,1
Tamil Nadu,2530.0,2720.0,2502.5,9850.0,11240.0,13300.0,7090.0,7300.0,3934.0,,15147.8,,8158.4,,9023.4,6689.8,4600.0,,1540.0,2020.0,1200.0,660.0,2016-08-16,1
Tamil Nadu,3333.2,2660.0,2525.0,7130.0,6020.0,7640.0,6080.0,4750.0,4072.0,,13962.4,,8425.6,,8804.75,6271.8,4940.0,,1510.0,1420.0,2660.0,4340.0,2017-08-16,1
Tamil Nadu,3150.0,2930.0,2937.5,5760.0,6360.0,6460.0,6740.0,5210.0,3668.0,,13189.4,,8478.0,,9849.0,7513.8,4600.0,,1510.0,2360.0,1460.0,900.0,2018-08-16,1
Tamil Nadu,3350.0,3012.5,3160.0,6375.0,8550.0,8475.0,8300.0,5800.0,3605.0,,15142.75,,7599.25,,9642.25,6939.25,4362.5,,1630.0,1825.0,2125.0,1875.0,2019-08-16,1
Tamil Nadu,3310.0,2640.0,2550.0,7560.0,6260.0,8200.0,6480.0,4950.0,4124.0,,13918.6,,8513.6,,8636.8,6507.4,5180.0,,1510.0,1380.0,2020.0,1880.0,2017-09-16,1
Tamil Nadu,2966.67,2866.67,2970.0,5783.33,6216.67,6300.0,6766.67,5133.33,3476.67,,13443.67,,9039.67,,9927.67,7549.67,4311.0,,1516.67,2100.0,1183.33,800.0,2018-09-16,1
Tamil Nadu,3660.0,3040.0,3128.0,6520.0,8520.0,8700.0,8430.0,5800.0,3730.0,,15839.4,13500.0,8358.5,,10096.0,7277.0,4700.0,,1450.0,1875.0,3175.0,1050.0,2019-09-16,1
Tamil Nadu,2731.0,2704.0,2535.0,11260.0,10920.0,11160.0,6860.0,6800.0,3878.0,,15123.0,,8453.2,,9023.0,6803.2,4638.0,,1540.0,2000.0,1240.0,1270.0,2016-10-16,1
Tamil Nadu,3330.0,2692.0,2560.0,7520.0,6300.0,7820.0,6480.0,5000.0,4050.0,,13852.6,,8559.6,,8614.8,6736.2,5500.0,,1500.0,1480.0,2400.0,3300.0,2017-10-16,1
Tamil Nadu,3087.5,2875.0,2855.0,5762.5,6262.5,6537.5,6995.0,5275.0,3565.0,,13473.5,,8920.5,,9837.25,7610.5,4500.0,,1537.5,2337.5,1500.0,1050.0,2018-10-16,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,9035.71,8471.43,5928.57,3650.0,,15118.14,12967.0,7821.14,,9995.71,7224.86,4564.29,,1485.71,2057.14,3542.86,1871.43,2019-10-16,1
Tamil Nadu,2862.0,2724.0,2550.0,12440.0,10220.0,10480.0,6620.0,6500.0,3930.0,,14929.4,,8467.6,,9110.0,6865.4,4530.0,,1540.0,1920.0,1200.0,720.0,2016-11-16,2
Tamil Nadu,3258.0,2692.0,2670.0,7000.0,6160.0,6980.0,6390.0,5050.0,4040.0,,13698.6,,8556.8,,8652.8,6808.25,5140.0,,1510.0,1500.0,3340.0,3580.0,2017-11-16,2
Tamil Nadu,3075.0,2900.0,2860.0,6300.0,6750.0,7775.0,7275.0,5300.0,3527.5,,13327.25,,8597.0,,9827.0,7515.25,4491.75,,1530.0,2350.0,1775.0,1150.0,2018-11-16,2
Tamil Nadu,3892.86,3108.57,3384.29,6428.57,9014.29,11757.14,9042.86,6271.43,3625.71,,15133.14,12967.0,8014.43,,10058.29,7728.0,4785.71,,1442.86,2257.14,5285.71,1542.86,2019-11-16,2
Tamil Nadu,3048.0,2772.0,2587.5,12500.0,9360.0,9760.0,6500.0,6500.0,3938.0,,14554.8,,8511.6,,9132.0,7152.8,4512.0,,1540.0,1620.0,1280.0,720.0,2016-12-16,2
Tamil Nadu,3278.0,2752.0,2505.0,6340.0,6060.0,6640.0,6430.0,4950.0,3900.0,,13127.4,,8718.4,,8971.2,7143.8,4840.0,,1510.0,1280.0,4000.0,1020.0,2017-12-16,2
Tamil Nadu,2987.5,2985.0,3017.5,6525.0,6950.0,7837.5,7375.0,5375.0,3402.5,,13590.0,,8485.5,,9506.5,6958.75,4450.0,,1442.5,1725.0,1175.0,1125.0,2018-12-16,2
Tamil Nadu,3961.11,3117.78,3037.78,6411.11,9011.11,11638.89,9055.56,5900.0,3568.89,2800.0,14713.44,12483.5,8324.0,,10092.88,8359.75,4677.78,36000.0,1522.22,2622.22,8637.5,1377.78,2019-12-16,2
Tamil Nadu,2651.0,2750.0,2336.75,6280.0,13060.0,14400.0,9280.0,7150.0,3410.0,,12200.2,,7885.4,,8955.4,5596.8,4009.0,,1510.0,1720.0,1860.0,3000.0,2016-01-17,2
Tamil Nadu,3268.75,2845.0,2643.33,11175.0,7875.0,9637.5,6550.0,6000.0,4085.0,,14140.75,,8332.25,,9135.0,7265.25,4716.25,,1550.0,1700.0,1250.0,1175.0,2017-01-17,2
Tamil Nadu,3342.0,2736.0,2530.0,6340.0,6300.0,6670.0,6640.0,5200.0,3668.0,,12929.4,,8762.6,,8971.2,7027.8,4860.0,,1500.0,1440.0,3660.0,760.0,2018-01-17,2
Tamil Nadu,3040.0,2920.0,2920.0,6500.0,7080.0,7700.0,7440.0,5320.0,3388.0,,14001.2,,8196.4,,9388.2,6895.4,4456.6,,1550.0,1940.0,1400.0,3020.0,2019-01-17,2
Tamil Nadu,2505.0,2730.0,2336.75,5900.0,11960.0,13280.0,8610.0,6450.0,3448.0,,11884.5,,7990.0,,8956.6,6069.8,3764.0,,1530.0,1780.0,1420.0,760.0,2016-02-17,3
Tamil Nadu,3328.0,2796.0,2560.0,8360.0,6950.0,9110.0,6340.0,5500.0,4308.0,,13998.2,,8644.4,,9055.0,7240.8,4552.0,,1550.0,1400.0,1160.0,2060.0,2017-02-17,3
Tamil Nadu,3216.6,2736.0,2505.0,5612.5,6470.0,6680.0,6750.0,5000.0,3604.0,,12818.4,,8698.4,,9043.2,7101.6,4800.0,,1500.0,1360.0,2320.0,600.0,2018-02-17,3
Tamil Nadu,3037.5,2900.0,3000.0,6200.0,7962.5,7712.5,7675.0,5800.0,3405.0,,14078.75,,8296.75,,9642.5,7071.0,4141.75,,1602.5,1600.0,1000.0,925.0,2019-02-17,3
Tamil Nadu,2431.0,2700.0,2349.25,5870.0,11320.0,13110.0,8520.0,6450.0,3468.0,,12013.0,,7920.2,,9000.2,6337.0,3524.0,,1530.0,1600.0,1160.0,720.0,2016-03-17,3
Tamil Nadu,3250.0,2820.0,2550.0,7050.0,6525.0,8925.0,6125.0,5400.0,4285.0,,14057.25,,8674.25,,9065.0,6832.25,4425.0,,1562.5,1325.0,1125.0,1875.0,2017-03-17,3
Tamil Nadu,3000.0,2640.0,2533.33,5437.5,6450.0,6562.5,6725.0,4500.0,3565.0,,12884.25,,9038.0,,9340.0,8117.5,4412.5,,1500.0,1400.0,1275.0,675.0,2018-03-17,3
Tamil Nadu,3080.0,2960.0,2900.0,6260.0,8100.0,7470.0,7660.0,5648.0,3466.0,,13914.0,10000.0,7961.0,,9547.8,7021.8,4313.4,,1584.0,1560.0,1020.0,1180.0,2019-03-17,3
Tamil Nadu,2364.0,2640.0,2336.75,6330.0,12540.0,14400.0,8400.0,7100.0,3996.0,,13340.2,,8039.6,,9000.2,6870.6,3804.0,,1530.0,1760.0,1220.0,1240.0,2016-04-17,3
Tamil Nadu,3175.0,2785.0,2533.33,7675.0,6850.0,9425.0,6725.0,5600.0,4232.5,,14387.75,,8701.75,,9065.0,6528.75,4375.0,,1562.5,1375.0,1050.0,850.0,2017-04-17,3
Tamil Nadu,3060.0,2660.0,2525.0,5180.0,6340.0,6440.0,6700.0,5000.0,3402.0,,12790.0,,9035.2,,9289.2,8107.8,4420.0,,1500.0,1900.0,1100.0,920.0,2018-04-17,3
Tamil Nadu,3033.33,2916.67,2903.33,6033.33,8033.33,7550.0,7450.0,5446.67,3526.67,,13570.33,9750.0,8147.0,,9453.33,6605.33,4200.0,,1573.33,1700.0,933.33,2800.0,2019-04-17,3
Tamil Nadu,2384.0,2650.0,2372.5,7160.0,12980.0,16060.0,8440.0,7350.0,3944.0,,13993.8,,8231.6,,9088.0,6910.8,4075.0,,1530.0,2000.0,1220.0,3760.0,2016-05-17,3
Tamil Nadu,3125.0,2740.0,2533.33,7550.0,6325.0,8775.0,6625.0,5200.0,4190.0,,14422.75,,8722.0,,8900.75,6538.0,4587.5,,1537.5,1425.0,900.0,825.0,2017-05-17,3
Tamil Nadu,3100.0,2670.0,2525.0,5000.0,6260.0,6530.0,6700.0,4750.0,3046.0,,13221.0,,8933.2,,9194.0,8218.0,4420.0,,1500.0,1960.0,1000.0,880.0,2018-05-17,3
Tamil Nadu,3150.0,2938.0,2920.0,6340.0,8390.0,7840.0,8200.0,5568.0,3604.0,,14453.2,9750.0,7736.0,,9541.0,6647.8,4266.6,,1587.5,1860.0,1280.0,3620.0,2019-05-17,3
Tamil Nadu,2542.0,2654.0,2410.0,8020.0,12260.0,15500.0,7980.0,7250.0,3892.0,,14455.8,,8253.6,,9076.0,6814.8,4309.0,,1530.0,2120.0,1240.0,4720.0,2016-06-17,1
Tamil Nadu,3350.0,2775.0,2516.67,7300.0,5850.0,8587.5,6150.0,5100.0,4165.0,,14353.75,,8639.5,,8873.5,6538.0,4700.0,,1537.5,1450.0,1125.0,1825.0,2017-06-17,1
Tamil Nadu,3230.0,2700.0,2510.0,4980.0,6280.0,6590.0,6720.0,4666.67,3728.0,,13500.0,,8933.0,,9464.6,8259.6,4340.0,,1500.0,2080.0,1280.0,1280.0,2018-06-17,1
Tamil Nadu,3270.0,2942.0,2974.0,6410.0,8620.0,8580.0,8460.0,5628.0,3586.0,,14742.2,9500.0,7607.6,,9583.0,6665.4,4333.4,,1587.5,1980.0,1820.0,3420.0,2019-06-17,1
Tamil Nadu,2512.0,2720.0,2467.5,10180.0,11940.0,15280.0,7800.0,7500.0,3884.0,,14917.0,,8136.4,,9043.4,6523.0,4208.0,,1540.0,2220.0,1480.0,1960.0,2016-07-17,1
Tamil Nadu,3348.0,2712.0,2562.5,7240.0,5840.0,8160.0,6180.0,5000.0,4082.0,,13960.6,,8456.2,,8846.0,6316.6,4740.0,,1510.0,1300.0,1020.0,6960.0,2017-07-17,1
Tamil Nadu,3150.0,2692.0,2565.0,5100.0,6300.0,6660.0,6730.0,4833.33,3684.0,,13060.4,,9090.4,,9640.8,8117.0,4420.0,,1500.0,2280.0,1800.0,2040.0,2018-07-17,1
Tamil Nadu,3400.0,3012.5,3147.5,6350.0,8450.0,8412.5,8275.0,5800.0,3550.0,,15107.25,,7693.25,,9489.0,6717.75,4316.75,,1630.0,2075.0,1687.5,3650.0,2019-07-17,1
Tamil Nadu,2530.0,2720.0,2502.5,9810.0,11080.0,13260.0,7030.0,7200.0,3934.0,,15191.8,,8202.4,,8979.6,6777.8,4600.0,,1540.0,2100.0,1240.0,630.0,2016-08-17,1
Tamil Nadu,3333.2,2660.0,2525.0,7170.0,6020.0,7680.0,6120.0,4800.0,4072.0,,13962.4,,8425.6,,8804.75,6329.0,5020.0,,1510.0,1440.0,2660.0,4340.0,2017-08-17,1
Tamil Nadu,3150.0,2930.0,2937.5,5760.0,6360.0,6460.0,6740.0,5210.0,3668.0,,13189.4,,8478.0,,9849.0,7513.8,4600.0,,1510.0,2360.0,1460.0,940.0,2018-08-17,1
Tamil Nadu,3350.0,3012.5,3160.0,6375.0,8550.0,8475.0,8300.0,5800.0,3605.0,,15142.75,,7599.25,,9642.25,6939.25,4362.5,,1630.0,1825.0,2125.0,1875.0,2019-08-17,1
Tamil Nadu,2556.0,2655.0,2413.33,10100.0,10487.5,11500.0,6737.5,6700.0,3845.0,,14677.0,,8744.0,,9081.25,7265.75,4852.5,,1537.5,2050.0,1200.0,1175.0,2016-09-17,1
Tamil Nadu,3310.0,2640.0,2550.0,7560.0,6260.0,8200.0,6480.0,4950.0,4124.0,,13918.6,,8513.6,,8636.8,6507.4,5180.0,,1510.0,1380.0,2020.0,1860.0,2017-09-17,1
